0 0.12360157
1 0.34470165
2 0.59757644
3 0.6375075
4 0.6775445
5 0.6831947
6 0.7410718
7 0.7500441
8 0.7522091
9 0.7983302
10 0.81178844
11 0.82111704
12 0.83638954
13 0.8862552
14 0.9145014
15 0.9150181
16 0.9504824
17 0.98137873
18 0.9831056
19 1.0015553
20 1.0246797
21 1.0322913
22 1.0543178
23 1.0569236
24 1.0716224
25 1.1127719
26 1.1346908
27 1.1377352
28 1.1771883
29 1.1990566
30 1.2170111
31 1.240597
32 1.2576224
33 1.2610416
34 1.2818465
35 1.2887563
36 1.2922179
37 1.2972037
38 1.3072057
39 1.3090239
40 1.3111676
41 1.3144556
42 1.3462615
43 1.3664138
44 1.3677586
45 1.3732119
46 1.3927191
47 1.399766
48 1.4095333
49 1.4223198
50 1.4582328
51 1.4633238
52 1.4655025
53 1.4825313
54 1.4874085
55 1.5119944
56 1.5596396
57 1.5796317
58 1.5996631
59 1.6067262
60 1.6384013
61 1.6705652
62 1.6829808
63 1.6877203
64 1.6896875
65 1.6979754
66 1.7349683
67 1.7771409
68 1.7774242
69 1.8235327
70 1.8487289
71 1.8767544
72 1.9360616
73 1.9424384
74 1.9764916
75 2.0030723
76 2.038764
77 2.053527
78 2.0576577
79 2.06242
80 2.0932934
81 2.108017
82 2.1303437
83 2.1338997
84 2.1765525
85 2.1826472
86 2.18377
87 2.2088177
88 2.3665664
89 2.5203
