0 1.3701291e-05
1 1.3851476e-05
2 1.3858924e-05
3 1.3860568e-05
4 1.3880724e-05
5 1.3881774e-05
6 1.3912356e-05
7 1.3957226e-05
8 1.3959826e-05
9 1.3971817e-05
10 1.3984536e-05
11 1.4057499e-05
12 1.4087014e-05
13 1.4097272e-05
14 1.4157628e-05
15 1.4247737e-05
16 1.42712815e-05
17 1.4296004e-05
18 1.4326315e-05
19 1.4331284e-05
20 1.4362029e-05
21 1.4435362e-05
22 0.00480894
23 0.022413462
24 0.030070117
25 0.04783055
26 0.05488326
27 0.057025358
28 0.066601366
29 0.07516372
30 0.0897983
31 0.0937866
32 0.09529982
33 0.10107164
34 0.12170535
35 0.12768781
36 0.1588258
37 0.166851
38 0.18877889
39 0.19097681
40 0.20017318
41 0.20125613
42 0.2050859
43 0.21187894
44 0.22075444
45 0.23368299
46 0.23698983
47 0.23737429
48 0.26050156
49 0.2977849
50 0.30170602
51 0.32335892
52 0.3235358
53 0.3404349
54 0.3584361
55 0.3706282
56 0.3923151
57 0.39965257
58 0.417727
59 0.43564188
60 0.45416653
61 0.46472678
62 0.46768448
63 0.48030314
64 0.51373446
65 0.52310884
66 0.52704185
67 0.53262544
68 0.5460083
69 0.54781795
70 0.5659528
71 0.57284594
72 0.5759097
73 0.58713526
74 0.5901782
75 0.65029246
76 0.6533144
77 0.65512484
78 0.6816959
79 0.71531546
80 0.74741745
81 0.7596219
82 0.7962674
83 0.80955774
84 0.81340295
85 0.8213827
86 0.8520545
87 0.89753133
88 0.94864666
89 0.9876241
