0 1.24372755e-05
1 0.07351246
2 0.10191514
3 0.17435499
4 0.18984899
5 0.29246038
6 0.30211794
7 0.31222248
8 0.3348415
9 0.47005275
10 0.48269942
11 0.49335486
12 0.55524117
13 0.5617353
14 0.566264
15 0.6267982
16 0.6274915
17 0.629777
18 0.6354905
19 0.6496266
20 0.6528348
21 0.662566
22 0.6693039
23 0.6733388
24 0.6818737
25 0.7142197
26 0.77370465
27 0.79049766
28 0.83607095
29 0.8790893
30 0.90090966
31 0.9015059
32 0.91020507
33 0.92342746
34 0.9297214
35 0.9439704
36 1.0209117
37 1.0321769
38 1.0497574
39 1.0547303
40 1.0616306
41 1.0906258
42 1.1441798
43 1.1594559
44 1.1635205
45 1.200431
46 1.2094436
47 1.3035333
48 1.3123924
49 1.3491701
50 1.3675802
51 1.4005394
52 1.4347515
53 1.4808302
54 1.5034083
55 1.5550767
56 1.5859829
57 1.6022885
58 1.6827719
59 1.6946204
60 1.8344911
61 2.003201
62 2.1176755
